UniqueID	CloneID	Accession	Symbol	Name	EntrezID
784360	784360	AA447196	EML1	Echinoderm microtubule associated protein like 1	2009
46054	46054	H08933	GRIN2A	Glutamate receptor, ionotropic, N-methyl D-aspartate 2A	2903
429182	429182	AA004759	DPM1	Dolichyl-phosphate mannosyltransferase polypeptide 1, catalytic subunit	8813
72778	72778	T50828	CASP7	Caspase 7, apoptosis-related cysteine peptidase	840
786155	786155	AA448866	DVL2	Dishevelled, dsh homolog 2 (Drosophila)	1856
897806	897806	AA598526	HIF1A	Hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	3091
949932	949932	AA599175		Transcribed locus, strongly similar to NP_113751.3 nuclease-sensitive element-binding protein 1 [Rattus norvegicus]	
781097	781097	AA430035	RTN3	Reticulon 3	10313
75254	75254	T59334	CSRP2	Cysteine and glycine-rich protein 2	1466
712049	712049	AA281635	FAIM3	Fas apoptotic inhibitory molecule 3	9214
713080	713080	AA283062	CLK2	CDC-like kinase 2	1196
292388	292388	N79230	TMEM97	Transmembrane protein 97	27346
232973	232973	H75547	CLK1	CDC-like kinase 1	1195
796904	796904	AA463297	PLAGL1	Pleiomorphic adenoma gene-like 1	5325
78217	78217	T50699		Transcribed locus, moderately similar to NP_936056.1 receptor-binding cancer antigen expressed on SiSo cells precursor [Homo sapiens]	
469281	469281	AA026112	LLGL1	Lethal giant larvae homolog 1 (Drosophila)	3996
739993	739993	AA477082	BRE	Brain and reproductive organ-expressed (TNFRSF1A modulator)	9577
627939	627939	AA195959	CSRP3	Cysteine and glycine-rich protein 3 (cardiac LIM protein)	8048
825583	825583	AA504617		Transcribed locus, strongly similar to NP_057951.1 RNA-binding protein Raly isoform 1 [Homo sapiens]	
70489	70489	T48949	RHAG	Rh-associated glycoprotein	6005
667883	667883	AA258396	PHLDA1	Pleckstrin homology-like domain, family A, member 1	22822
843140	843140	AA485911	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	11014
843070	843070	AA488609	NUP88	Nucleoporin 88kDa	4927
328802	328802	W40123	CELA3B	Chymotrypsin-like elastase family, member 3B	23436
897901	897901	AA598659		Transcribed locus	
786048	786048	AA448641	E2F4	E2F transcription factor 4, p107/p130-binding	1874
826135	826135	AA521346	STK38	Serine/threonine kinase 38	11329
950367	950367	AA600189	ADAR	Adenosine deaminase, RNA-specific	103
810942	810942	AA459380	IDH3G	Isocitrate dehydrogenase 3 (NAD+) gamma	3421
725503	725503	AA292995	DDT	D-dopachrome tautomerase	1652
782488	782488	AA448468			
196444	196444	R92495	DLX4	Distal-less homeobox 4	1748
784744	784744	AA478524	MPHOSPH6	M-phase phosphoprotein 6	10200
417385	417385	W88472	DHODH	Dihydroorotate dehydrogenase (quinone)	1723
825214	825214	AA504113	MPHOSPH10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	10199
195753	195753	R89083	DBT	Dihydrolipoamide branched chain transacylase E2	1629
815294	815294	AA481547	PTPRCAP	Protein tyrosine phosphatase, receptor type, C-associated protein	5790
815564	815564	AA456824	DLST	Dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	1743
77533	77533	T58773		Transcribed locus, strongly similar to XP_521638.2 PREDICTED: NK6 transcription factor related, locus 2 [Pan troglodytes]	
815555	815555	AA456900	DGKA	Diacylglycerol kinase, alpha 80kDa	1606
39274	39274	R54358	LIG4	Ligase IV, DNA, ATP-dependent	3981
705274	705274	AA280691	DGKD	Diacylglycerol kinase, delta 130kDa	8527
74566	74566	T59055	XPO1	Exportin 1 (CRM1 homolog, yeast)	7514
826173	826173	AA521431	PFN1	Profilin 1	5216
783836	783836	AA443659	JDP2	Jun dimerization protein 2	122953
784777	784777	AA448207	DCTD	DCMP deaminase	1635
840486	840486	AA487787	VWF	Von Willebrand factor	7450
950680	950680	AA608557	DDB1	Damage-specific DNA binding protein 1, 127kDa	1642
193913	193913	R83836	LYN	V-yes-1 Yamaguchi sarcoma viral related oncogene homolog	4067
825060	825060	AA489219	DUT	Deoxyuridine triphosphatase	1854
343646	343646	W69471	MORN1	MORN repeat containing 1	79906
45641	45641	H08749	MAP2K3	Mitogen-activated protein kinase kinase 3	5606
258589	258589	N32146	REL	V-rel reticuloendotheliosis viral oncogene homolog (avian)	5966
824031	824031	AA490946	DNAJA1	DnaJ (Hsp40) homolog, subfamily A, member 1	3301
322617	322617	W39343	RALB	V-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein)	5899
810787	810787	AA481758	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	3337
267634	267634	N34117	RAF1	V-raf-1 murine leukemia viral oncogene homolog 1	5894
591683	591683	AA147214	GADD45A	Growth arrest and DNA-damage-inducible, alpha	1647
207618	207618	H59757	ARAF	V-raf murine sarcoma 3611 viral oncogene homolog	369
760224	760224	AA425139	XRCC1	X-ray repair complementing defective repair in Chinese hamster cells 1	7515
760148	760148	AA424441	UROD	Uroporphyrinogen decarboxylase	7389
767817	767817	AA418689	POLR2F	Polymerase (RNA) II (DNA directed) polypeptide F	5435
785845	785845	AA449118	TFAM	Transcription factor A, mitochondrial	7019
666425	666425	AA232856	TOP1	Topoisomerase (DNA) I	7150
191664	191664	H38240	THBS2	Thrombospondin 2	7058
630013	630013	AA219060	MSH2	MutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	4436
712641	712641	AA280514	TPR	Translocated promoter region, nuclear basket protein	7175
199158	199158	H83178	MED20	Mediator complex subunit 20	9477
214162	214162	H77766	MT1H	Metallothionein 1H	4496
299663	299663	W06875	LRRC39	Leucine rich repeat containing 39	127495
83083	83083	T68035	ITIH3	Inter-alpha-trypsin inhibitor heavy chain 3	3699
198694	198694	R95132	LRRC28	Leucine rich repeat containing 28	123355
609332	609332	AA167222	COL14A1	Collagen, type XIV, alpha 1	7373
321455	321455	W45014	SLC46A1	Solute carrier family 46 (folate transporter), member 1	113235
196387	196387	R91503	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	1244
144740	144740	R76229	STARD10	StAR-related lipid transfer (START) domain containing 10	10809
42076	42076	R60846	TFG	TRK-fused gene	10342
66336	66336	T66833	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	8495
127925	127925	R08935	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	8886
358885	358885	W94714	FOXC1	Forkhead box C1	2296
782339	782339	AA432271	PRKAB1	Protein kinase, AMP-activated, beta 1 non-catalytic subunit	5564
294304	294304	N64429	MRPS18C	Mitochondrial ribosomal protein S18C	51023
38763	38763	R51052	RAB4A	RAB4A, member RAS oncogene family	5867
292512	292512	N91302	MLL3	Myeloid/lymphoid or mixed-lineage leukemia 3	58508
33051	33051	R19033	FOXG1	Forkhead box G1	2290
321605	321605	W32907	SMG1	Smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	23049
66534	66534	T67007	GCKR	Glucokinase (hexokinase 4) regulator	2646
320834	320834	W38657	UBE4B	Ubiquitination factor E4B	10277
838359	838359	AA457178	GUCY1B3	Guanylate cyclase 1, soluble, beta 3	2983
243155	243155	H94469	NUP85	Nucleoporin 85kDa	79902
280882	280882	N50806	FLI1	Friend leukemia virus integration 1	2313
51666	51666	H20908	ERCC3	Excision repair cross-complementing rodent repair deficiency, complementation group 3	2071
305606	305606	N90246	EPHA1	EPH receptor A1	2041
365641	365641	AA025937	PRIM1	Primase, DNA, polypeptide 1 (49kDa)	5557
278808	278808	N66572	SPI1	Spleen focus forming virus (SFFV) proviral integration oncogene spi1	6688
842849	842849	AA486289	POLA2	Polymerase (DNA directed), alpha 2 (70kD subunit)	23649
109179	109179	T81155			
841478	841478	AA487235	FBXO11	F-box protein 11	80204
712840	712840	AA280647	STAT5B	Signal transducer and activator of transcription 5B	6777
838373	838373	AA458801	DHX9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1660
711826	711826	AA281057	USP6NL	USP6 N-terminal like	9712
66564	66564	T67058	BDH1	3-hydroxybutyrate dehydrogenase, type 1	622
897596	897596	AA496838	RPL5	Ribosomal protein L5	6125
666128	666128	AA233549	CFD	Complement factor D (adipsin)	1675
172440	172440	H20138	RAB6A	RAB6A, member RAS oncogene family	5870
753862	753862	AA410517	SERPINB6	Serpin peptidase inhibitor, clade B (ovalbumin), member 6	5269
950445	950445	AA599092	PPP2CA	Protein phosphatase 2, catalytic subunit, alpha isozyme	5515
842860	842860	AA486393	IL10RB	Interleukin 10 receptor, beta	3588
950710	950710	AA608575	PCCA	Propionyl CoA carboxylase, alpha polypeptide	5095
813830	813830	AA447774	CYC1	Cytochrome c-1	1537
128302	128302	R11526	PTMS	Parathymosin	5763
40017	40017	R52654	CYCS	Cytochrome c, somatic	54205
730410	730410	AA420981	LCK	Lymphocyte-specific protein tyrosine kinase	3932
83231	83231	T68351	CYP2B6	Cytochrome P450, family 2, subfamily B, polypeptide 6	1555
135083	135083	R33030	PDIA3	Protein disulfide isomerase family A, member 3	2923
144977	144977	R78725			
214816	214816	H71847		CDNA FLJ41679 fis, clone HCASM2003212	
297421	297421	W03677			
77577	77577	T58932	FOSL2	FOS-like antigen 2	2355
346134	346134	W77951	CARHSP1	Calcium regulated heat stable protein 1, 24kDa	23589
119882	119882	T94626	FGG	Fibrinogen gamma chain	2266
530662	530662	AA071121			
788285	788285	AA452627	EDNRA	Endothelin receptor type A	1909
325070	325070	W47077	LXN	Latexin	56925
129392	129392	R11236	ANKRD13D	Ankyrin repeat domain 13 family, member D	338692
214731	214731	H73731	KDM1A	Lysine (K)-specific demethylase 1A	23028
199251	199251	R95780			
208531	208531	H61979			
66953	66953	T69532	C17orf81	Chromosome 17 open reading frame 81	23587
141845	141845	R70601		CDNA FLJ12540 fis, clone NT2RM4000425	
123614	123614	R01499			
812266	812266	AA455062	MAN1A2	Mannosidase, alpha, class 1A, member 2	10905
292217	292217	N79180	USP15	Ubiquitin specific peptidase 15	9958
202919	202919	H54093	RCC2	Regulator of chromosome condensation 2	55920
137236	137236	R36431	FNDC3A	Fibronectin type III domain containing 3A	22862
296072	296072	W02558	DLG1	Discs, large homolog 1 (Drosophila)	1739
246749	246749	N59738	DOCK7	Dedicator of cytokinesis 7	85440
141589	141589	R69179	RHOXF2B	Rhox homeobox family, member 2B	727940
214916	214916	H71940	FZD6	Frizzled family receptor 6	8323
739901	739901	AA477893	CYP51A1	Cytochrome P450, family 51, subfamily A, polypeptide 1	1595
85805	85805	T72220	RBP4	Retinol binding protein 4, plasma	5950
782760	782760	AA448157		Transcribed locus	
773305	773305	AA425422	NTM	Neurotrimin	50863
949938	949938	AA599177	CST3	Cystatin C	1471
824340	824340	AA489666	NCF1C	Neutrophil cytosolic factor 1C pseudogene	654817
795296	795296	AA454146	CCNH	Cyclin H	902
297392	297392	N80129	MT1X	Metallothionein 1X	4501
841641	841641	AA487700	CCND1	Cyclin D1	595
80109	80109	T63324	HLA-DQA1	Major histocompatibility complex, class II, DQ alpha 1	3117
950690	950690	AA608568	CCNA2	Cyclin A2	890
789069	789069	AA452916		Transcribed locus, strongly similar to NP_002308.2 protein-lysine 6-oxidase isoform 1 preproprotein [Homo sapiens]	
701751	701751	AA284408	CUX1	Cut-like homeobox 1	1523
110788	110788	T83159	LSP1	Lymphocyte-specific protein 1	4046
839736	839736	AA504943	CRYAB	Crystallin, alpha B	1410
782513	782513	AA448478	IFI6	Interferon, alpha-inducible protein 6	2537
795965	795965	AA460480	CKMT2	Creatine kinase, mitochondrial 2 (sarcomeric)	1160
115281	115281	T87012	CD79A	CD79a molecule, immunoglobulin-associated alpha	973
701231	701231	AA287695	CRHBP	Corticotropin releasing hormone binding protein	1393
758222	758222	AA437291	HSD17B3	Hydroxysteroid (17-beta) dehydrogenase 3	3293
898092	898092	AA598794	CTGF	Connective tissue growth factor	1490
242578	242578	H94949	TROAP	Trophinin associated protein (tastin)	10024
418422	418422	W92812	PPBP	Pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	5473
156386	156386	R73545	FLOT2	Flotillin 2	2319
124070	124070	R02697	GET4	Golgi to ER traffic protein 4 homolog (S. cerevisiae)	51608
121316	121316	T96855		Transcribed locus	
204211	204211	H59208			
201168	201168	R98532	LRRC8C	Leucine rich repeat containing 8 family, member C	84230
66556	66556	T67050	MMACHC	Methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	25974
135608	135608	R31395	OSBPL10	Oxysterol binding protein-like 10	114884
66594	66594	T67104	PFKFB1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	5207
140100	140100	R65792		Transcribed locus, strongly similar to NP_001099014.1 ethylmalonyl-CoA decarboxylase isoform 3 [Homo sapiens]	
340712	340712	W55997			
382773	382773	AA064973	MALAT1	Metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	378938
377191	377191	AA055193	ZNF706	Zinc finger protein 706	51123
246035	246035	N55540	KANK4	KN motif and ankyrin repeat domains 4	163782
203905	203905	H56735	C5orf44	Chromosome 5 open reading frame 44	80006
207087	207087	H48501	PHLPP1	PH domain and leucine rich repeat protein phosphatase 1	23239
197791	197791	R93782	SH3GLB1	SH3-domain GRB2-like endophilin B1	51100
241874	241874	H93118	ACAD11	Acyl-CoA dehydrogenase family, member 11	84129
292938	292938	N91097	HEATR5B	HEAT repeat containing 5B	54497
366341	366341	AA025779	CERS4	Ceramide synthase 4	79603
322794	322794	W15533	PANK2	Pantothenate kinase 2	80025
140354	140354	R65622	SCAMP4	Secretory carrier membrane protein 4	113178
66354	66354	T66840	ZC3H14	Zinc finger CCCH-type containing 14	79882
26566	26566	R37635	POMT1	Protein-O-mannosyltransferase 1	10585
196866	196866	R92951	NAA15	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	80155
126792	126792	R07160			
85497	85497	T71879	C2	Complement component 2	717
897880	897880	AA598637	CCT4	Chaperonin containing TCP1, subunit 4 (delta)	10575
83210	83210	T68336		Transcribed locus, strongly similar to NP_000057.1 complement component C8 beta chain preproprotein [Homo sapiens]	
154093	154093	R53406	CIR1	Corepressor interacting with RBPJ, 1	9541
898122	898122	AA598478	C7	Complement component 7	730
66560	66560	T67053	IGLC1	Immunoglobulin lambda constant 1 (Mcg marker)	3537
85624	85624	T62100	C4BPA	Complement component 4 binding protein, alpha	722
66718	66718	T64880	APOBEC3A	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	200315
85634	85634	T62048	C1S	Complement component 1, s subcomponent	716
843121	843121	AA486518	CLIC1	Chloride intracellular channel 1	1192
85128	85128	T71284	C1QB	Complement component 1, q subcomponent, B chain	713
85840	85840	T72235	NNMT	Nicotinamide N-methyltransferase	4837
704020	704020	AA279147	CSF2RB	Colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	1439
951117	951117	AA620477	SHMT2	Serine hydroxymethyltransferase 2 (mitochondrial)	6472
142788	142788	R71440	SERPINH1	Serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	871
951233	951233	AA620580	PSMB3	Proteasome (prosome, macropain) subunit, beta type, 3	5691
810632	810632	AA464042	COL6A2	Collagen, type VI, alpha 2	1292
797059	797059	AA463251		Transcribed locus	
284882	284882	N66737	COL2A1	Collagen, type II, alpha 1	1280
781050	781050	AA446453	PFDN5	Prefoldin subunit 5	5204
839991	839991	AA490172	COL1A2	Collagen, type I, alpha 2	1278
814119	814119	AA465387	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	1659
758148	758148	AA437191	F8	Coagulation factor VIII, procoagulant component	2157
83363	83363	T68518	PCMT1	Protein-L-isoaspartate (D-aspartate) O-methyltransferase	5110
124043	124043	R02569	PHF21A	PHD finger protein 21A	51317
242820	242820	H94050		Transcribed locus	
198312	198312	R94191	TOMM70A	Translocase of outer mitochondrial membrane 70 homolog A (S. cerevisiae)	9868
194006	194006	H51825			
230235	230235	H94929	GTPBP4	GTP binding protein 4	23560
195875	195875	R92216			
310493	310493	W31074	ACSL3	Acyl-CoA synthetase long-chain family member 3	2181
136802	136802	R36175			
131365	131365	R23089			
195200	195200	R91296	ZNF37BP	Zinc finger protein 37B, pseudogene	100129482
212772	212772	H70099	KIAA0226L	KIAA0226-like	80183
199628	199628	R96598			
361485	361485	AA015850	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	116988
202722	202722	H53556			
108658	108658	T72683	MED13L	Mediator complex subunit 13-like	23389
292362	292362	N62553		Transcribed locus	
128351	128351	R09836	WDR26	WD repeat domain 26	80232
246543	246543	N77515			
295781	295781	N74574	METTL18	Methyltransferase like 18	92342
471196	471196	AA034213	ITM2C	Integral membrane protein 2C	81618
134523	134523	R27680	EML2	Echinoderm microtubule associated protein like 2	24139
565493	565493	AA129677	DUSP14	Dual specificity phosphatase 14	11072
121458	121458	T97471	WDFY2	WD repeat and FYVE domain containing 2	115825
212325	212325	H68655	HEPACAM2	HEPACAM family member 2	253012
714426	714426	AA291995	CSTF2	Cleavage stimulation factor, 3@#$%& pre-RNA, subunit 2, 64kDa	1478
788486	788486	AA452730	ENTPD4	Ectonucleoside triphosphate diphosphohydrolase 4	9583
796984	796984	AA463492		Transcribed locus	
155575	155575	R71689	EPB41L1	Erythrocyte membrane protein band 4.1-like 1	2036
724615	724615	AA291398	RCC1	Regulator of chromosome condensation 1	1104
240505	240505	H90765			
756211	756211	AA481868	MINK1	Misshapen-like kinase 1	50488
772111	772111	AA405458	PDZD2	PDZ domain containing 2	23037
898258	898258	AA598668	CHN1	Chimerin (chimaerin) 1	1123
510760	510760	AA102035	KIAA0226	KIAA0226	9711
795830	795830	AA460571	CENPC1	Centromere protein C 1	1060
785963	785963	AA448593	ZCCHC11	Zinc finger, CCHC domain containing 11	23318
897770	897770	AA598508	CRABP2	Cellular retinoic acid binding protein 2	1382
758365	758365	AA401267	CTDSP2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	10106
825335	825335	AA504559			
233581	233581	H78483	UBE2K	Ubiquitin-conjugating enzyme E2K	3093
204301	204301	H59260			
788421	788421	AA456439	SMAD4	SMAD family member 4	4089
898286	898286	AA598974	CDK1	Cyclin-dependent kinase 1	983
239877	239877	H79778	HDAC3	Histone deacetylase 3	8841
841664	841664	AA487560	CAV1	Caveolin 1, caveolae protein, 22kDa	857
842939	842939	AA489331	ADARB1	Adenosine deaminase, RNA-specific, B1	104
687875	687875	AA236164	CTSS	Cathepsin S	1520
544639	544639	AA074677	DSC2	Desmocollin 2	1824
306380	306380	W19653	ISCA1	Iron-sulfur cluster assembly 1 homolog (S. cerevisiae)	81689
841278	841278	AA486836	MYLIP	Myosin regulatory light chain interacting protein	29116
244654	244654	N52912	ELAC1	ElaC homolog 1 (E. coli)	55520
133114	133114	R26355	FZD4	Frizzled family receptor 4	8322
292731	292731	N91426	RSF1	Remodeling and spacing factor 1	51773
66535	66535	T67029	OAZ2	Ornithine decarboxylase antizyme 2	4947
127682	127682	R09585	ZDHHC2	Zinc finger, DHHC-type containing 2	51201
122822	122822	T99688	NCOR1	Nuclear receptor corepressor 1	9611
198509	198509	R94775	NDEL1	NudE nuclear distribution E homolog (A. nidulans)-like 1	81565
112865	112865	T87139	LARP4	La ribonucleoprotein domain family, member 4	113251
66894	66894	T69473	PARL	Presenilin associated, rhomboid-like	55486
824044	824044	AA491206	LARP4B	La ribonucleoprotein domain family, member 4B	23185
123649	123649	R01682	OMA1	OMA1 zinc metallopeptidase homolog (S. cerevisiae)	115209
121530	121530	T97890	FERMT3	Fermitin family member 3	83706
140289	140289	R67915		Transcribed locus	
293539	293539	N63727			
130868	130868	R22315	HACE1	HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1	57531
202607	202607	H53291			
205049	205049	H57494	HSPB8	Heat shock 22kDa protein 8	26353
137638	137638	R37224	ZNF22	Zinc finger protein 22 (KOX 15)	7570
201274	201274	R99407	TRAK2	Trafficking protein, kinesin binding 2	66008
240945	240945	H91000	SLC22A25	Solute carrier family 22, member 25	387601
137353	137353	R38117	PEF1	Penta-EF-hand domain containing 1	553115
165921	165921	R88035	CEP250	Centrosomal protein 250kDa	11190
841470	841470	AA487346	CTSH	Cathepsin H	1512
130843	130843	R22306	MAPK8IP2	Mitogen-activated protein kinase 8 interacting protein 2	23542
898035	898035	AA598950	CTSB	Cathepsin B	1508
595009	595009	AA173746	LOC339290	Uncharacterized LOC339290	339290
774754	774754	AA442092	CTNNB1	Catenin (cadherin-associated protein), beta 1, 88kDa	1499
85394	85394	T71976	PPAP2B	Phosphatidic acid phosphatase type 2B	8613
839101	839101	AA487623	GJA1	Gap junction protein, alpha 1, 43kDa	2697
46916	46916	H09997			
795840	795840	AA461513		Transcribed locus	
632074	632074	AA167670	SLC12A5	Solute carrier family 12 (potassium/chloride transporter), member 5	57468
711552	711552	AA280924	CBR1	Carbonyl reductase 1	873
358531	358531	W96134		Transcribed locus	
83605	83605	T61078	CPS1	Carbamoyl-phosphate synthase 1, mitochondrial	1373
785744	785744	AA448941	ZDHHC5	Zinc finger, DHHC-type containing 5	25921
841059	841059	AA486942	CAPG	Capping protein (actin filament), gelsolin-like	822
627542	627542	AA192419	BLVRA	Biliverdin reductase A	644
511521	511521	AA126356	CANX	Calnexin	821
594743	594743	AA164439	PCM1	Pericentriolar material 1	5108
277015	277015	N39262			
203132	203132	H54629	TNFSF10	Tumor necrosis factor (ligand) superfamily, member 10	8743
40751	40751	R56219	CDH8	Cadherin 8, type 2	1006
146577	146577	R79935	KLF10	Kruppel-like factor 10	7071
69672	69672	T53626	CDH5	Cadherin 5, type 2 (vascular endothelium)	1003
235155	235155	H79353	FCER1G	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	2207
132142	132142	R26164	ZNRF2	Zinc and ring finger 2	223082
124052	124052	R02800		Transcribed locus	
358468	358468	W96014			
139641	139641	R64231			
294682	294682	W01603			
120343	120343	T97139			
124629	124629	R02069	HNRNPH3	Heterogeneous nuclear ribonucleoprotein H3 (2H9)	3189
126338	126338	R06429	UBE3B	Ubiquitin protein ligase E3B	89910
161992	161992	H26176	MYOF	Myoferlin	26509
130008	130008	R11564			
191882	191882	H38799	PID1	Phosphotyrosine interaction domain containing 1	55022
208741	208741	H63175		Transcribed locus, weakly similar to NP_001154263.1 bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin-like protein [Arabidopsis thaliana]	
129355	129355	R12275	IFT46	Intraflagellar transport 46 homolog (Chlamydomonas)	56912
684940	684940	AA252318	TMF1	TATA element modulatory factor 1	7110
812144	812144	AA456014	C1orf123	Chromosome 1 open reading frame 123	54987
251875	251875	H96671		Transcribed locus, strongly similar to NP_001012786.1 myelin expression factor 2 [Gallus gallus]	
549016	549016	AA083385	BTBD1	BTB (POZ) domain containing 1	53339
161950	161950	H26156	KDM3B	Lysine (K)-specific demethylase 3B	51780
145132	145132	R77432	MPDU1	Mannose-P-dolichol utilization defect 1	9526
110503	110503	T82817		Transcribed locus, moderately similar to NP_005429.1 fos-related antigen 1 [Homo sapiens]	
199610	199610	R96552	ADAMTSL4	ADAMTS-like 4	54507
67033	67033	T70411		Transcribed locus, strongly similar to XP_003308132.1 PREDICTED: fatty-acid amide hydrolase 1-like [Pan troglodytes]	
290422	290422	N79101	ZFAND5	Zinc finger, AN1-type domain 5	7763
140515	140515	R66057			
773301	773301	AA425556	CDH3	Cadherin 3, type 1, P-cadherin (placental)	1001
83120	83120	T68202	RBM10	RNA binding motif protein 10	8241
838568	838568	AA456931	COX6C	Cytochrome c oxidase subunit VIc	1345
740914	740914	AA478268	CTBP1	C-terminal binding protein 1	1487
840894	840894	AA482243	COX6A1	Cytochrome c oxidase subunit VIa polypeptide 1	1337
632137	632137	AA167823	SIVA1	SIVA1, apoptosis-inducing factor	10572
51814	51814	H22919	CSTB	Cystatin B (stefin B)	1476
789049	789049	AA452909		Transcribed locus	
789049	789049	AA452909		Transcribed locus	
841695	841695	AA488718	N4BP2L1	NEDD4 binding protein 2-like 1	90634
505059	505059	AA150918			
207358	207358	H58873	SLC2A1	Solute carrier family 2 (facilitated glucose transporter), member 1	6513
950096	950096	AA598401	ARCN1	Archain 1	372
787938	787938	AA452278	SLC4A4	Solute carrier family 4, sodium bicarbonate cotransporter, member 4	8671
77805	77805	T53907	COPB2	Coatomer protein complex, subunit beta 2 (beta prime)	9276
62277	62277	T40311			
785975	785975	AA448599		Transcribed locus	
199180	199180	R95740	PON3	Paraoxonase 3	5446
310519	310519	N98524	F10	Coagulation factor X	2159
294487	294487	W01536		CDNA clone IMAGE:5287052	
357046	357046	W93472	CNGA1	Cyclic nucleotide gated channel alpha 1	1259
841282	841282	AA486838	SFRP4	Secreted frizzled-related protein 4	6424
897655	897655	AA496804	SSFA2	Sperm specific antigen 2	6744
52629	52629	H29415	CAMK1	Calcium/calmodulin-dependent protein kinase I	8536
122077	122077	T98352			
66774	66774	T67663	IMPACT	Impact homolog (mouse)	55364
205745	205745	H58119	C22orf28	Chromosome 22 open reading frame 28	51493
344672	344672	W74565	ZCCHC9	Zinc finger, CCHC domain containing 9	84240
193394	193394	H48099	RSPRY1	Ring finger and SPRY domain containing 1	89970
233365	233365	H79888	HP1BP3	Heterochromatin protein 1, binding protein 3	50809
292882	292882	N90952	UBQLN1	Ubiquilin 1	29979
230562	230562	H75861	ACIN1	Apoptotic chromatin condensation inducer 1	22985
135431	135431	R33004	SVEP1	Sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	79987
201986	201986	R99423	UBR3	Ubiquitin protein ligase E3 component n-recognin 3 (putative)	130507
246789	246789	N53177			
293403	293403	N92068	CDC14A	CDC14 cell division cycle 14 homolog A (S. cerevisiae)	8556
246449	246449	N73222	IRF2BP2	Interferon regulatory factor 2 binding protein 2	359948
141627	141627	R69202	FAM46A	Family with sequence similarity 46, member A	55603
202034	202034	R99445	RBM17	RNA binding motif protein 17	84991
202213	202213	H52299	DHRS1	Dehydrogenase/reductase (SDR family) member 1	115817
121533	121533	T97899	SYVN1	Synovial apoptosis inhibitor 1, synoviolin	84447
292719	292719	N91416	C14orf133	Chromosome 14 open reading frame 133	63894
299085	299085	W05553	YTHDF2	YTH domain family, member 2	51441
248649	248649	N59542	RMND5A	Required for meiotic nuclear division 5 homolog A (S. cerevisiae)	64795
244684	244684	N54296	MCEE	Methylmalonyl CoA epimerase	84693
137581	137581	R39578	SLC44A2	Solute carrier family 44, member 2	57153
265494	265494	N21309	DCBLD2	Discoidin, CUB and LCCL domain containing 2	131566
292920	292920	N90977	ANKRD44	Ankyrin repeat domain 44	91526
897531	897531	AA497002	MCAM	Melanoma cell adhesion molecule	4162
788185	788185	AA453410	TNFRSF10B	Tumor necrosis factor receptor superfamily, member 10b	8795
42880	42880	R59697			
502369	502369	AA156940	PDCD5	Programmed cell death 5	9141
725454	725454	AA397813	CKS2	CDC28 protein kinase regulatory subunit 2	1164
745347	745347	AA625666	LITAF	Lipopolysaccharide-induced TNF factor	9516
843049	843049	AA485983	MCM4	Minichromosome maintenance complex component 4	4173
859359	859359	AA668595	TP53I3	Tumor protein p53 inducible protein 3	9540
840978	840978	AA486653	CD81	CD81 molecule	975
48285	48285	H12189	TP53I11	Tumor protein p53 inducible protein 11	9537
795827	795827	AA461506	TESK1	Testis-specific kinase 1	7016
275180	275180	R84893	NPIPL2	Nuclear pore complex interacting protein-like 2	440348
704459	704459	AA279883	CD69	CD69 molecule	969
589751	589751	AA148230	HTATIP2	HIV-1 Tat interactive protein 2, 30kDa	10553
739183	739183	AA421296	CD68	CD68 molecule	968
236305	236305	H61209		Transcribed locus, weakly similar to XP_001069692.1 PREDICTED: hypothetical protein [Rattus norvegicus]	
490368	490368	AA136359	CD58	CD58 molecule	965
840158	840158	AA485271		Transcribed locus	
