ProbeSet	Symbol	Name	EntrezID
L09230_s_at	CCR1	chemokine (C-C motif) receptor 1	1230
D11327_s_at	PTPN7	protein tyrosine phosphatase, non-receptor type 7	5778
D12620_s_at			
D12775_s_at	AMPD3	adenosine monophosphate deaminase 3	272
M19650_s_at	CNP	2@#$%&,3@#$%&-cyclic nucleotide 3@#$%& phosphodiesterase	1267
S50017_s_at	CNP	2@#$%&,3@#$%&-cyclic nucleotide 3@#$%& phosphodiesterase	1267
M15465_s_at	PKLR	pyruvate kinase, liver and RBC	5313
D79206_s_at	SDC4	syndecan 4	6385
HG1686-HT4572_s_at			
D13413_rna1_s_at	RPL24	ribosomal protein L24	6152
D13631_s_at	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	9459
D13638_s_at	ARHGAP11A	Rho GTPase activating protein 11A	9824
D13666_s_at	POSTN	periostin, osteoblast specific factor	10631
D13705_s_at	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11	1579
D13720_s_at	ITK	IL2-inducible T-cell kinase	3702
D13814_s_at	AGTR1	angiotensin II receptor, type 1	185
HG1400-HT1400_s_at			
HG2348-HT2444_s_at			
HG3362-HT3539_s_at			
HG1699-HT1704_s_at			
U41766_s_at	ADAM9	ADAM metallopeptidase domain 9	8754
D14826_s_at	CREM	cAMP responsive element modulator	1390
S68271_s_at	CREM	cAMP responsive element modulator	1390
HG2075-HT2137_s_at			
X52213_s_at	LTK	leukocyte receptor tyrosine kinase	4058
Z49835_s_at	PDIA3	protein disulfide isomerase family A, member 3	2923
HG4541-HT4946_s_at			
D16611_s_at	CPOX	coproporphyrinogen oxidase	1371
D16688_s_at	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	4300
D16827_s_at	SSTR5	somatostatin receptor 5	6755
D17408_s_at	CNN1	calponin 1, basic, smooth muscle	1264
X83929_s_at	DSC3	desmocollin 3	1825
U00802_s_at	DBN1	drebrin 1	1627
Z11685_s_at	DDX6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	1656
S69231_s_at	DCT	dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)	1638
D17570_s_at	ZPBP	zona pellucida binding protein	11055
X91653_s_at	MGAT5	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase	4249
D21241_xpt1_s_at	CYP19A1	cytochrome P450, family 19, subfamily A, polypeptide 1	1588
U23850_s_at	ITPR1	inositol 1,4,5-trisphosphate receptor, type 1	3708
D26155_s_at	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	6595
D26156_s_at	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	6597
U62293_rna1_s_at	LIMK1	LIM domain kinase 1	3984
X77922_s_at	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	6489
D87716_s_at	WDR43	WD repeat domain 43	23160
D26535_s_at	DLST	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	1743
L15326_s_at	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	5743
D28235_s_at	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	5743
D28473_s_at	IARS	isoleucyl-tRNA synthetase	3376
D28539_s_at	GRM5	glutamate receptor, metabotropic 5	2915
X59842_rna1_s_at	PBX2	pre-B-cell leukemia homeobox 2	5089
S78467_s_at			
D29640_s_at	IQGAP1	IQ motif containing GTPase activating protein 1	8826
D29675_at	NOS2	nitric oxide synthase 2, inducible	4843
D29675_s_at	NOS2	nitric oxide synthase 2, inducible	4843
U34380_rna1_s_at	TEC	tec protein tyrosine kinase	7006
U10473_s_at	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	2683
X14085_s_at	B4GALT1	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1	2683
L00190_s_at	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	462
L27624_s_at	TFPI2	tissue factor pathway inhibitor 2	7980
D30715_xpt5_s_at	REG3A	regenerating islet-derived 3 alpha	5068
D31628_s_at	HPD	4-hydroxyphenylpyruvate dioxygenase	3242
X68688_rna1_s_at			
D31833_s_at	AVPR1B	arginine vasopressin receptor 1B	553
L10377_s_at	ATN1	atrophin 1	1822
D31840_s_at	ATN1	atrophin 1	1822
S79862_s_at	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	5711
X82279_s_at	FAS	Fas (TNF receptor superfamily, member 6)	355
D32002_s_at	NCBP1	nuclear cap binding protein subunit 1, 80kDa	4686
HG4312-HT4582_s_at			
D37781_s_at	PTPRJ	protein tyrosine phosphatase, receptor type, J	5795
HG4169-HT4439_s_at			
D37984_s_at	RECQL	RecQ protein-like (DNA helicase Q1-like)	5965
X62153_s_at	MCM3	minichromosome maintenance complex component 3	4172
U27325_s_at	TBXA2R	thromboxane A2 receptor	6915
U11821_s_at	FASLG	Fas ligand (TNF superfamily, member 6)	356
D38163_s_at	COL19A1	collagen, type XIX, alpha 1	1310
D38251_s_at	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	5434
S68874_s_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)	5733
D38496_s_at	LZTR1	leucine-zipper-like transcription regulator 1	8216
U38964_s_at	PMS2P5	postmeiotic segregation increased 2 pseudogene 5	5383
D38537_s_at	PPOX	protoporphyrinogen oxidase	5498
S78771_s_at	BRD2	bromodomain containing 2	6046
D42040_s_at	BRD2	bromodomain containing 2	6046
Z84497_s_at	BRD2	bromodomain containing 2	6046
D43682_s_at	ACADVL	acyl-CoA dehydrogenase, very long chain	37
X90976_s_at	RUNX1	runt-related transcription factor 1	861
X89109_s_at	CORO1A	coronin, actin binding protein, 1A	11151
U23736_s_at	PRDM2	PR domain containing 2, with ZNF domain	7799
M19311_at	CALM2	calmodulin 2 (phosphorylase kinase, delta)	805
M19311_s_at	CALM2	calmodulin 2 (phosphorylase kinase, delta)	805
D45917_s_at	TIMP3	TIMP metallopeptidase inhibitor 3	7078
D49354_s_at	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	8500
D49372_s_at	CCL11	chemokine (C-C motif) ligand 11	6356
D49487_s_at	LEP	leptin	3952
D49824_at			
D49824_s_at			
L38593_s_at	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	6556
U50079_s_at	HDAC1	histone deacetylase 1	3065
D50477_s_at	MMP16	matrix metallopeptidase 16 (membrane-inserted)	4325
X86371_s_at	LLGL1	lethal giant larvae homolog 1 (Drosophila)	3996
Z75190_s_at	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	7804
D50855_s_at	CASR	calcium-sensing receptor	846
U58046_s_at	EIF3A	eukaryotic translation initiation factor 3, subunit A	8661
D55643_s_at			
D63479_s_at	DGKD	diacylglycerol kinase, delta 130kDa	8527
D63861_s_at	PPID	peptidylprolyl isomerase D	5481
D63882_s_at	DMC1	DMC1 dosage suppressor of mck1 homolog, meiosis-specific homologous recombination (yeast)	11144
D63940_s_at	MXI1	MAX interactor 1	4601
S82447_s_at	BLOC1S1	biogenesis of lysosomal organelles complex-1, subunit 1	2647
M96954_s_at	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	7073
Z79693_s_at	PTPRR	protein tyrosine phosphatase, receptor type, R	5801
Y10807_s_at	PRMT1	protein arginine methyltransferase 1	3276
D78132_s_at	RHEB	Ras homolog enriched in brain	6009
D78577_s_at	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	7533
D79984_s_at	SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	6830
S78271_s_at	SMC1A	structural maintenance of chromosomes 1A	8243
U50822_rna1_s_at	NEUROD1	neurogenic differentiation 1	4760
D83017_s_at	NELL1	NEL-like 1 (chicken)	4745
D83260_s_at	FAM50A	family with sequence similarity 50, member A	9130
D85131_s_at	MAZ	MYC-associated zinc finger protein (purine-binding transcription factor)	4150
D85425_s_at	NFYC	nuclear transcription factor Y, gamma	4802
D85759_s_at	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	1859
U52373_s_at	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	1859
D86043_s_at	SIRPA	signal-regulatory protein alpha	140885
Y10375_s_at	SIRPA	signal-regulatory protein alpha	140885
D86062_s_at	C21orf33	chromosome 21 open reading frame 33	8209
D86096_cds1_s_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)	5733
HG3238-HT4861_s_at			
X83857_s_at	PTGER3	prostaglandin E receptor 3 (subtype EP3)	5733
D86331_s_at	MMP15	matrix metallopeptidase 15 (membrane-inserted)	4324
U19713_s_at	AIF1	allograft inflammatory factor 1	199
Z35085_s_at	RB1CC1	RB1-inducible coiled-coil 1	9821
U65533_s_at	UPF1	UPF1 regulator of nonsense transcripts homolog (yeast)	5976
X51755_cds5_s_at	CYAT1	immunoglobulin lambda light chain-like	100290481
U52191_s_at	KDM5D	lysine (K)-specific demethylase 5D	8284
L33930_s_at	CD24	CD24 molecule	100133941
Y08682_rna1_s_at	CPT1B	carnitine palmitoyltransferase 1B (muscle)	1375
D88155_s_at	NR5A1	nuclear receptor subfamily 5, group A, member 1	2516
D89377_at	MSX2	msh homeobox 2	4488
D89377_s_at	MSX2	msh homeobox 2	4488
Z74792_s_at	NFYC	nuclear transcription factor Y, gamma	4802
X17059_s_at	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	9
D90070_s_at	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366
J03260_s_at	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	2781
HG1728-HT1734_at			
HG1728-HT1734_s_at			
D90279_s_at	COL5A1	collagen, type V, alpha 1	1289
M64710_s_at	NPPC	natriuretic peptide C	4880
HG2271-HT2367_at			
HG2271-HT2367_s_at			
X55448_cds1_s_at	G6PD	glucose-6-phosphate dehydrogenase	2539
HG110-HT110_s_at			
HG1140-HT4817_s_at			
HG1227-HT1227_s_at			
M19828_s_at	APOB	apolipoprotein B (including Ag(x) antigen)	338
HG1322-HT5143_s_at			
HG1327-HT1327_s_at			
M25079_s_at			
HG1428-HT1428_s_at			
HG1437-HT1437_s_at			
HG1471-HT3923_s_at			
HG1496-HT1496_s_at			
X57351_at	IFITM2	interferon induced transmembrane protein 2 (1-8D)	10581
X57351_s_at			
HG1595-HT4788_s_at			
M76125_s_at	AXL	AXL receptor tyrosine kinase	558
HG167-HT167_s_at			
HG1747-HT1764_s_at			
HG1751-HT1768_at			
HG1751-HT1768_s_at			
U19247_rna1_s_at	IFNGR1	interferon gamma receptor 1	3459
HG1761-HT1778_s_at			
HG1763-HT1780_s_at			
J03915_s_at	CHGA	chromogranin A (parathyroid secretory protein 1)	1113
U47025_s_at	PYGB	phosphorylase, glycogen; brain	5834
M14199_s_at			
U43901_rna1_s_at	RPSA	ribosomal protein SA	3921
HG1783-HT1803_s_at			
HG1827-HT1856_s_at			
U24183_s_at	PFKM	phosphofructokinase, muscle	5213
M29874_s_at			
HG1877-HT1917_s_at			
Z26248_s_at	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)	5553
HG2007-HT2056_s_at			
HG2090-HT2152_s_at			
HG210-HT210_s_at			
HG2175-HT2245_s_at			
HG2197-HT2267_s_at			
HG2238-HT2321_s_at			
HG4069-HT4339_s_at			
HG2259-HT2348_s_at			
HG2260-HT2349_s_at			
HG2261-HT2351_s_at			
M86757_s_at	S100A7	S100 calcium binding protein A7	6278
HG2358-HT4858_s_at			
L14778_s_at	PPP3CA	protein phosphatase 3, catalytic subunit, alpha isozyme	5530
HG2367-HT2463_s_at			
HG2379-HT3996_s_at			
HG2379-HT3997_s_at			
HG2380-HT2476_s_at			
HG2383-HT4824_s_at			
HG2414-HT2510_s_at			
HG243-HT243_s_at			
HG2441-HT2537_s_at			
X52611_s_at	TFAP2A	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	7020
U10099_s_at			
HG2479-HT2575_at			
HG2479-HT2575_s_at			
L08835_rna2_s_at	DMPK	dystrophia myotonica-protein kinase	1760
M87313_s_at	DMPK	dystrophia myotonica-protein kinase	1760
S52028_s_at	CTH	cystathionase (cystathionine gamma-lyase)	1491
L26584_s_at	RASGRF1	Ras protein-specific guanine nucleotide-releasing factor 1	5923
X06182_s_at	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	3815
HG2562-HT2658_s_at			
X13451_s_at	CD79A	CD79a molecule, immunoglobulin-associated alpha	973
HG2564-HT2660_s_at			
X16666_s_at	HOXB1	homeobox B1	3211
X52009_s_at	GLRA1	glycine receptor, alpha 1	2741
HG2591-HT2687_s_at			
U22376_cds2_s_at	MYB	v-myb myeloblastosis viral oncogene homolog (avian)	4602
M29037_s_at			
X55019_s_at	CHRND	cholinergic receptor, nicotinic, delta	1144
HG2639-HT2735_s_at			
HG2649-HT2745_s_at			
U48705_rna1_s_at	DDR1	discoidin domain receptor tyrosine kinase 1	780
M90391_s_at	IL16	interleukin 16	3603
HG2705-HT2801_s_at			
HG273-HT273_at			
HG273-HT273_s_at			
HG2730-HT2827_s_at			
HG2730-HT2828_s_at			
M58569_s_at	FGA	fibrinogen alpha chain	2243
X16609_s_at	ANK1	ankyrin 1, erythrocytic	286
HG274-HT274_s_at			
HG2743-HT2846_s_at			
HG2743-HT3926_s_at			
M83216_s_at	CALD1	caldesmon 1	800
HG2797-HT2906_s_at			
HG2797-HT2905_at			
HG2797-HT2905_s_at			
M91556_s_at	SCN7A	sodium channel, voltage-gated, type VII, alpha	6332
M13452_s_at	LMNA	lamin A/C	4000
HG2809-HT2920_s_at			
X04654_s_at	SNRNP70	small nuclear ribonucleoprotein 70kDa (U1)	6625
HG2815-HT2931_at			
HG2815-HT2931_s_at			
HG2815-HT4023_s_at			
M58509_cds1_s_at	FDXR	ferredoxin reductase	2232
HG2841-HT2969_s_at			
U22961_s_at	ALB	albumin	213
HG2841-HT2968_s_at			
J00139_s_at			
HG2850-HT4814_s_at			
HG2868-HT3012_s_at			
M89914_s_at	NF1	neurofibromin 1	4763
HG2981-HT3127_s_at			
HG2981-HT3938_s_at			
HG2981-HT3125_s_at			
HG2987-HT3136_s_at			
HG2994-HT4850_s_at			
X52896_s_at	ELN	elastin	2006
U77846_rna1_at	ELN	elastin	2006
U77846_rna1_s_at	ELN	elastin	2006
HG2999-HT4756_s_at			
L07807_s_at	DNM1	dynamin 1	1759
HG3044-HT3742_s_at			
X02761_s_at	FN1	fibronectin 1	2335
HG3075-HT3236_s_at			
HG3076-HT3238_s_at			
HG3085-HT3254_s_at			
X75755_rna1_s_at	SRSF2	serine/arginine-rich splicing factor 2	6427
HG3105-HT3281_s_at			
HG3107-HT3283_s_at			
HG3125-HT3301_s_at			
HG3148-HT3324_s_at			
HG3187-HT3366_s_at			
M31520_rna1_at			
M31520_rna1_s_at			
HG3242-HT4231_s_at			
HG3242-HT3419_s_at			
U05572_s_at	MAN2B1	mannosidase, alpha, class 2B, member 1	4125
HG3319-HT3496_s_at			
HG3327-HT3504_s_at			
HG3342-HT3519_s_at			
M97016_s_at	BMP8A	bone morphogenetic protein 8a	353500
HG3395-HT3573_s_at			
X68505_s_at	MEF2A	myocyte enhancer factor 2A	4205
HG3412-HT3593_s_at			
HG3417-HT3600_s_at			
HG3426-HT3610_s_at			
HG3431-HT3616_s_at			
HG3432-HT3620_s_at			
HG3437-HT3628_s_at			
HG3484-HT3678_s_at			
HG3523-HT4899_s_at			
M13929_s_at	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	4609
J03242_s_at			
M17863_s_at			
HG36-HT4101_s_at			
HG3638-HT3849_s_at			
HG3638-HT3993_s_at			
HG3703-HT3915_s_at			
J04093_s_at			
HG371-HT1063_s_at			
HG371-HT26388_at			
HG371-HT26388_s_at			
HG3725-HT3981_s_at			
HG3730-HT4000_s_at			
S80267_s_at	SYK	spleen tyrosine kinase	6850
U10687_s_at	MAGEA4	melanoma antigen family A, 4	4103
HG3914-HT4184_s_at			
HG3920-HT4521_s_at			
HG3925-HT4195_at			
HG3925-HT4195_s_at			
HG3928-HT4198_at			
HG3928-HT4198_s_at			
HG3954-HT4224_s_at			
X77588_s_at	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit	8260
HG4011-HT4804_s_at			
HG4020-HT4290_s_at			
M74509_s_at			
HG4063-HT4333_s_at			
HG4094-HT4364_s_at			
HG4099-HT4369_s_at			
M13150_s_at	MAS1	MAS1 oncogene	4142
HG4116-HT4386_s_at			
HG4113-HT4383_s_at			
HG4120-HT4392_s_at			
HG4155-HT4425_s_at			
HG417-HT417_s_at			
L13266_s_at	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	2902
U09937_rna1_s_at	PLAUR	plasminogen activator, urokinase receptor	5329
M20867_s_at	GLUD1	glutamate dehydrogenase 1	2746
HG4264-HT4534_s_at			
HG4318-HT4588_s_at			
HG4334-HT4604_s_at			
HG4517-HT4920_s_at			
HG4535-HT4940_s_at			
U19251_s_at	NAIP	NLR family, apoptosis inhibitory protein	4671
HG4668-HT5083_s_at			
M57464_s_at	RET	ret proto-oncogene	5979
HG4683-HT5108_s_at			
HG4755-HT5203_s_at			
HG4757-HT5207_s_at			
M79463_s_at			
M82827_s_at			
HG627-HT5097_s_at			
HG627-HT5098_s_at			
X54867_s_at			
X57110_s_at	CBL	Cas-Br-M (murine) ecotropic retroviral transforming sequence	867
L07261_s_at	ADD1	adducin 1 (alpha)	118
HG651-HT5209_s_at			
Z68280_cds2_s_at	ADD1	adducin 1 (alpha)	118
X07618_s_at	CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6	1565
HG721-HT4828_s_at			
HG721-HT4827_s_at			
HG759-HT759_s_at			
HG855-HT855_s_at			
HG862-HT862_s_at			
HG880-HT880_at			
HG880-HT880_s_at			
HG884-HT884_s_at			
L08096_s_at	CD70	CD70 molecule	970
HG944-HT944_s_at			
S76942_s_at	DRD4	dopamine receptor D4	1815
HG945-HT945_s_at			
X54457_s_at	CEL	carboxyl ester lipase (bile salt-stimulated lipase)	1056
X77777_s_at	VIPR1	vasoactive intestinal peptide receptor 1	7433
HG982-HT982_s_at			
HG998-HT998_s_at			
M10277_s_at	ACTB	actin, beta	60
M97935_s_at	STAT1	signal transducer and activator of transcription 1, 91kDa	6772
X01038_rna1_s_at	APOA1	apolipoprotein A-I	335
J00105_s_at	B2M	beta-2-microglobulin	567
J00116_s_at	COL2A1	collagen, type II, alpha 1	1280
V00535_rna2_s_at	IFNB1	interferon, beta 1, fibroblast	3456
J00219_s_at	IFNG	interferon, gamma	3458
L00022_s_at	IGHE	immunoglobulin heavy constant epsilon	3497
S71043_rna1_s_at			
M87789_s_at			
J00268_s_at	INS	insulin	3630
V00594_at			
V00594_s_at	MT2A	metallothionein 2A	4502
V00574_s_at	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog	3265
M29386_s_at	PRL	prolactin	5617
V00599_s_at	TUBB	tubulin, beta	203068
J02621_s_at	HMGN1	high mobility group nucleosome binding domain 1	3150
J02683_s_at	SLC25A5	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	292
J02758_s_at	APOA4	apolipoprotein A-IV	337
X05130_s_at	P4HB	prolyl 4-hydroxylase, beta polypeptide	5034
M27436_s_at	F3	coagulation factor III (thromboplastin, tissue factor)	2152
J02871_s_at	CYP4B1	cytochrome P450, family 4, subfamily B, polypeptide 1	1580
M13232_s_at	F7	coagulation factor VII (serum prothrombin conversion accelerator)	2155
M22403_s_at	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	2811
J02947_s_at	SOD3	superoxide dismutase 3, extracellular	6649
J02960_cds1_s_at	ADRB2	adrenergic, beta-2-, receptor, surface	154
M29610_at	GYPE	glycophorin E (MNS blood group)	2996
M29610_s_at	GYPE	glycophorin E (MNS blood group)	2996
U05255_at	GYPB	glycophorin B (MNS blood group)	2994
U05255_s_at			
M17446_s_at	FGF4	fibroblast growth factor 4	2249
Y00339_s_at	CA2	carbonic anhydrase II	760
U50327_s_at	PRKCSH	protein kinase C substrate 80K-H	5589
J03077_s_at	PSAP	prosaposin	5660
J03241_s_at	TGFB3	transforming growth factor, beta 3	7043
U07804_s_at	TOP1	topoisomerase (DNA) I	7150
U07806_s_at	TOP1	topoisomerase (DNA) I	7150
J03263_s_at	LAMP1	lysosomal-associated membrane protein 1	3916
Z74616_s_at	COL1A2	collagen, type I, alpha 2	1278
X51441_at			
X51441_s_at			
L25878_s_at	EPHX1	epoxide hydrolase 1, microsomal (xenobiotic)	2052
Y00285_s_at	IGF2R	insulin-like growth factor 2 receptor	3482
M26004_s_at	CR2	complement component (3d/Epstein Barr virus) receptor 2	1380
S62696_s_at	CR2	complement component (3d/Epstein Barr virus) receptor 2	1380
M17183_s_at	PTHLH	parathyroid hormone-like hormone	5744
M24351_cds3_s_at	PTHLH	parathyroid hormone-like hormone	5744
M31551_s_at	SERPINB2	serpin peptidase inhibitor, clade B (ovalbumin), member 2	5055
J03626_rna1_s_at	UMPS	uridine monophosphate synthetase	7372
X57579_s_at	INHBA	inhibin, beta A	3624
U01691_s_at	ANXA5	annexin A5	308
X04729_s_at	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	5054
J03778_s_at	MAPT	microtubule-associated protein tau	4137
M21119_s_at	LYZ	lysozyme	4069
M24349_s_at	PTHLH	parathyroid hormone-like hormone	5744
M26958_s_at	PTHLH	parathyroid hormone-like hormone	5744
J03805_s_at	PPP2CB	protein phosphatase 2, catalytic subunit, beta isozyme	5516
M96233_s_at			
U72648_s_at	ADRA2C	adrenergic, alpha-2C-, receptor	152
J05253_s_at	RBP3	retinol binding protein 3, interstitial	5949
J03934_s_at	NQO1	NAD(P)H dehydrogenase, quinone 1	1728
J04029_s_at	KRT10	keratin 10	3858
J04046_s_at	CALM3	calmodulin 3 (phosphorylase kinase, delta)	808
M69203_s_at	CCL4	chemokine (C-C motif) ligand 4	6351
J04130_s_at	CCL4	chemokine (C-C motif) ligand 4	6351
J04152_rna1_s_at	TACSTD2	tumor-associated calcium signal transducer 2	4070
M61827_rna1_s_at	SPN	sialophorin	6693
X14684_s_at	SSB	Sjogren syndrome antigen B (autoantigen La)	6741
J04430_s_at	ACP5	acid phosphatase 5, tartrate resistant	54
U75272_s_at	PGC	progastricsin (pepsinogen C)	5225
M27968_s_at	FGF2	fibroblast growth factor 2 (basic)	2247
X17567_s_at	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	6628
X52979_rna1_s_at	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	6628
S40719_s_at	GFAP	glial fibrillary acidic protein	2670
J04617_s_at	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915
X03689_s_at	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915
J04810_s_at	MSH3	mutS homolog 3 (E. coli)	4437
J05016_rna1_s_at	MARCH8	membrane-associated ring finger (C3HC4) 8	220972
J05036_s_at	CTSE	cathepsin E	1510
J05200_rna1_s_at	RYR1	ryanodine receptor 1 (skeletal)	6261
J05252_s_at	PCSK2	proprotein convertase subtilisin/kexin type 2	5126
J05582_s_at	MUC1	mucin 1, cell surface associated	4582
M32304_s_at	TIMP2	TIMP metallopeptidase inhibitor 2	7077
X53002_s_at	ITGB5	integrin, beta 5	3693
M34996_s_at			
K01160_s_at	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1	3117
S77835_s_at	IL2	interleukin 2	3558
X00695_s_at	IL2	interleukin 2	3558
X02176_s_at	C9	complement component 9	735
K02777_s_at			
M13058_s_at			
M69197_xpt2_s_at	HP	haptoglobin	3240
K03494_s_at			
K03498_xpt1_s_at			
M26901_s_at	REN	renin	5972
M21642_at	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	462
M21642_s_at	SERPINC1	serpin peptidase inhibitor, clade C (antithrombin), member 1	462
X69920_s_at	CALCR	calcitonin receptor	799
L00634_s_at	FNTA	farnesyltransferase, CAAX box, alpha	2339
X66113_s_at	EXOSC10	exosome component 10	5394
L03411_s_at	RDBP	RD RNA binding protein	7936
L03840_s_at	FGFR4	fibroblast growth factor receptor 4	2264
U09851_s_at	ZNF148	zinc finger protein 148	7707
L04483_s_at	RPS21	ribosomal protein S21	6227
L05072_s_at	IRF1	interferon regulatory factor 1	3659
L12760_s_at	PCK1	phosphoenolpyruvate carboxykinase 1 (soluble)	5105
M26665_at			
M26665_s_at	HTN3	histatin 3	3347
L05624_s_at	MAP2K1	mitogen-activated protein kinase kinase 1	5604
L05628_s_at	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1	4363
Z94753_s_at	ATP7A	ATPase, Cu++ transporting, alpha polypeptide	538
U50360_s_at	CAMK2G	calcium/calmodulin-dependent protein kinase II gamma	818
Z31560_s_at	SOX2	SRY (sex determining region Y)-box 2	6657
M88461_s_at	NPY1R	neuropeptide Y receptor Y1	4886
U06643_s_at			
U51003_s_at	DLX2	distal-less homeobox 2	1746
L08044_s_at	TFF3	trefoil factor 3 (intestinal)	7033
S57212_s_at	MEF2C	myocyte enhancer factor 2C	4208
L09209_s_at	APLP2	amyloid beta (A4) precursor-like protein 2	334
L10333_s_at	RTN1	reticulon 1	6252
L10338_s_at	SCN1B	sodium channel, voltage-gated, type I, beta	6324
X70940_s_at	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	1917
M30607_s_at	ZFY	zinc finger protein, Y-linked	7544
X13766_s_at	CSN2	casein beta	1447
L10615_s_at	CSN2	casein beta	1447
L10955_cds1_s_at	CA4	carbonic anhydrase IV	762
U89922_s_at	LTB	lymphotoxin beta (TNF superfamily, member 3)	4050
L15189_s_at	HSPA9	heat shock 70kDa protein 9 (mortalin)	3313
L11238_s_at	GP5	glycoprotein V (platelet)	2814
L11244_s_at	C4BPB	complement component 4 binding protein, beta	725
L11701_s_at	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	2822
U40002_s_at	LIPE	lipase, hormone-sensitive	3991
U37055_rna1_s_at			
U67932_s_at	PDE7A	phosphodiesterase 7A	5150
L12060_s_at	RARG	retinoic acid receptor, gamma	5916
L12711_s_at	TKT	transketolase	7086
U03397_s_at	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	3604
X65727_cds2_s_at			
L13939_s_at	AP1B1	adaptor-related protein complex 1, beta 1 subunit	162
X68285_s_at			
X69886_s_at	GK	glycerol kinase	2710
L14848_s_at			
L15296_s_at	CNGB1	cyclic nucleotide gated channel beta 1	1258
U58837_s_at	CNGB1	cyclic nucleotide gated channel beta 1	1258
X67235_s_at	HHEX	hematopoietically expressed homeobox	3087
L17075_s_at	ACVRL1	activin A receptor type II-like 1	94
L17418_cds2_s_at	CR1	complement component (3b/4b) receptor 1 (Knops blood group)	1378
U33838_at	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	5970
U33838_s_at	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	5970
Z22951_rna1_s_at	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	5970
U23430_s_at	CCKAR	cholecystokinin A receptor	886
M67468_s_at	FMR1	fragile X mental retardation 1	2332
L19493_s_at	FMR1	fragile X mental retardation 1	2332
U11875_s_at	CXCR2	chemokine (C-X-C motif) receptor 2	3579
